Thn,bln,tgl,temp_rata-rata,lembab_rata-rata,ch,cahaya_jam,curah_hujan_kategori
2023,7,11,25.5,90.0,0.0,6.2,rendah
2023,7,12,25.2,94.0,32.0,0.0,tinggi
2023,7,13,24.8,96.0,25.1,1.1,tinggi
2023,7,14,25.4,94.0,16.6,0.0,sedang
2023,7,15,26.6,84.0,2.8,0.7,rendah
2023,7,16,26.5,85.0,0.0,6.7,rendah
2023,7,17,25.1,92.0,0.0,4.6,rendah
2023,7,18,25.4,90.0,2.2,0.3,rendah
2023,7,19,26.5,85.0,2.7,0.1,rendah
2023,7,20,26.4,87.0,1.5,1.5,rendah
2023,7,21,26.9,83.0,3.4,4.2,rendah
2023,7,22,27.4,84.0,0.0,2.8,rendah
2023,7,23,26.0,85.0,32.0,4.8,tinggi
2023,7,24,25.8,85.0,0.0,6.8,rendah
2023,7,25,25.4,89.0,32.0,4.6,tinggi
2023,7,26,26.4,86.0,32.0,5.6,tinggi
2023,7,27,25.8,86.0,0.6,4.0,rendah
2023,7,28,25.8,86.0,0.0,2.6,rendah
2023,7,29,25.8,83.0,0.5,7.1,rendah
2023,7,30,26.2,82.0,0.0,8.9,rendah
2023,7,31,25.7,88.0,0.8,5.8,rendah
2023,8,1,26.1,88.0,32.0,1.3,tinggi
2023,8,2,26.3,88.0,1.0,1.8,rendah
2023,8,3,25.9,87.0,9.8,6.0,rendah
2023,8,4,26.9,83.0,8.5,6.8,rendah
2023,8,5,25.4,94.0,4.0,4.1,rendah
2023,8,6,24.6,92.0,8.5,1.9,rendah
2023,8,7,26.1,85.0,1.6,3.7,rendah
2023,8,8,25.1,84.0,0.0,5.0,rendah
2023,8,9,25.6,88.0,0.8,32.38382147838214,rendah
2023,8,10,25.6,86.0,32.0,2.4,tinggi
2023,8,11,26.1,82.0,0.0,1.0,rendah
2023,8,12,26.0,83.0,0.0,6.9,rendah
2023,8,13,25.2,86.0,32.0,2.8,tinggi
2023,8,14,26.1,84.0,32.0,6.0,tinggi
2023,8,15,26.9,80.0,0.0,4.7,rendah
2023,8,16,26.0,81.0,0.0,4.9,rendah
2023,8,17,26.1,80.0,0.0,7.5,rendah
2023,8,18,24.7,85.0,0.0,6.4,rendah
2023,8,19,25.4,80.0,32.0,6.4,tinggi
2023,8,20,25.0,82.0,0.0,8.9,rendah
2023,8,21,25.0,81.0,0.0,8.4,rendah
2023,8,22,25.8,80.0,0.0,8.2,rendah
2023,8,23,26.0,80.0,0.0,1.0,rendah
2023,8,24,25.5,92.0,16.9,0.4,sedang
2023,8,25,26.7,82.0,8.8,2.7,rendah
2023,8,26,26.3,83.0,0.0,8.1,rendah
2023,8,27,25.6,81.0,1.9,8.9,rendah
2023,8,28,25.6,80.0,0.0,7.9,rendah
2023,8,29,26.4,77.0,0.0,9.9,rendah
2023,8,30,26.2,77.0,0.0,8.8,rendah
2023,8,31,25.6,80.0,0.0,9.0,rendah
2023,9,1,25.0,70.0,0.0,7.1,rendah
2023,9,2,27.2,70.0,0.0,6.9,rendah
2023,9,3,25.1,80.0,0.0,8.8,rendah
2023,9,4,26.1,78.0,0.0,6.8,rendah
2023,9,5,25.7,79.0,0.0,6.8,rendah
2023,9,6,26.2,82.0,0.0,8.6,rendah
2023,9,7,27.3,77.0,0.0,6.1,rendah
2023,9,8,25.7,77.0,0.0,9.0,rendah
2023,9,9,25.6,79.0,0.0,8.2,rendah
2023,9,10,26.6,83.0,0.0,7.5,rendah
2023,9,11,26.2,86.0,32.0,4.6,tinggi
2023,9,12,26.8,77.0,1.9,3.9,rendah
2023,9,13,26.9,76.0,0.0,8.0,rendah
2023,9,14,25.9,81.0,0.0,3.3,rendah
2023,9,15,25.8,84.0,32.0,3.2,tinggi
2023,9,16,26.4,86.0,1.6,4.3,rendah
2023,9,17,25.4,88.0,2.5,3.5,rendah
2023,9,18,25.7,83.0,0.0,0.1,rendah
2023,9,19,26.1,82.0,0.0,4.0,rendah
2023,9,20,26.6,76.0,0.0,3.3,rendah
2023,9,21,26.8,76.0,0.0,6.6,rendah
2023,9,22,26.4,77.0,0.0,9.1,rendah
2023,9,23,27.0,77.0,0.0,9.3,rendah
2023,9,24,26.7,79.0,0.0,9.1,rendah
2023,9,25,27.2,73.0,0.0,9.1,rendah
2023,9,26,26.0,77.0,0.0,9.7,rendah
2023,9,27,25.7,78.0,0.0,8.9,rendah
2023,9,28,26.6,75.0,0.0,8.6,rendah
2023,9,29,27.5,76.0,0.0,8.8,rendah
2023,9,30,26.4,80.0,0.0,8.1,rendah
2023,10,1,27.0,77.0,0.0,7.8,rendah
2023,10,2,27.3,77.0,0.0,8.9,rendah
2023,10,3,28.4,78.0,0.0,4.1,rendah
2023,10,4,28.3,78.0,0.0,6.1,rendah
2023,10,5,28.7,76.0,0.0,9.5,rendah
2023,10,6,27.5,78.0,0.0,8.9,rendah
2023,10,7,27.7,76.0,0.0,9.0,rendah
2023,10,8,27.4,75.0,0.0,8.7,rendah
2023,10,9,27.3,76.0,0.0,8.7,rendah
2023,10,10,26.7,76.0,0.0,9.2,rendah
2023,10,11,26.9,76.0,0.0,9.0,rendah
2023,10,12,27.8,73.0,0.0,8.8,rendah
2023,10,13,28.1,74.0,0.0,8.2,rendah
2023,10,14,28.9,76.0,0.0,8.6,rendah
2023,10,15,28.5,76.0,0.0,8.4,rendah
2023,10,16,28.8,75.0,0.0,9.4,rendah
2023,10,17,28.6,78.0,0.0,9.7,rendah
2023,10,18,27.5,84.0,0.0,6.7,rendah
2023,10,19,27.0,75.0,0.0,9.0,rendah
2023,10,20,27.8,72.0,0.0,9.4,rendah
2023,10,21,27.206284916201117,83.68156424581005,0.0,8.7,rendah
2023,10,22,28.3,78.0,0.0,8.9,rendah
2023,10,23,27.206284916201117,83.68156424581005,32.0,32.38382147838214,tinggi
2023,10,24,29.6,74.0,0.0,7.7,rendah
2023,10,25,28.8,78.0,0.0,9.0,rendah
2023,10,26,27.7,77.0,0.0,8.9,rendah
2023,10,27,27.5,74.0,0.0,9.3,rendah
2023,10,28,28.4,68.0,0.0,9.2,rendah
2023,10,29,28.2,71.0,0.0,8.8,rendah
2023,10,30,31.9,60.0,0.0,8.6,rendah
2023,10,31,31.8,60.0,0.0,8.8,rendah
2023,11,1,30.3,70.0,0.0,7.9,rendah
2023,11,2,30.8,67.0,32.0,3.5,tinggi
2023,11,3,30.9,67.0,0.0,6.2,rendah
2023,11,4,30.4,71.0,0.8,3.3,rendah
2023,11,5,31.9,61.0,32.0,2.9,tinggi
2023,11,6,31.8,63.0,0.0,7.9,rendah
2023,11,7,32.3,57.0,0.0,8.3,rendah
2023,11,8,32.2,60.0,0.0,9.3,rendah
2023,11,9,32.3,58.0,0.0,8.6,rendah
2023,11,10,32.0,62.0,0.0,7.7,rendah
2023,11,11,32.1,63.0,0.0,7.4,rendah
2023,11,12,32.4,64.0,0.0,6.8,rendah
2023,11,13,32.7,61.0,0.0,6.7,rendah
2023,11,14,32.3,65.0,0.0,8.0,rendah
2023,11,15,32.8,60.0,32.0,6.0,tinggi
2023,11,16,32.4,64.0,0.0,7.9,rendah
2023,11,17,29.8,74.0,0.0,5.7,rendah
2023,11,18,28.8,83.0,29.2,4.4,tinggi
2023,11,19,30.1,73.0,8.6,4.4,rendah
2023,11,20,31.5,67.0,15.5,6.2,sedang
2023,11,21,31.9,61.0,0.0,6.9,rendah
2023,11,22,32.3,62.0,0.0,8.3,rendah
2023,11,23,31.6,69.0,1.7,7.4,rendah
2023,11,24,28.9,78.0,32.0,6.4,tinggi
2023,11,25,29.7,75.0,4.5,2.4,rendah
2023,11,26,29.4,78.0,32.0,3.8,tinggi
2023,11,27,30.4,71.0,1.0,1.3,rendah
2023,11,28,28.3,79.0,0.0,5.6,rendah
2023,11,29,31.4,67.0,32.0,3.5,tinggi
2023,11,30,28.7,80.0,0.0,8.1,rendah
2023,12,1,31.5,70.0,18.3,3.7,sedang
2023,12,2,30.3,74.0,0.0,7.2,rendah
2023,12,3,31.5,69.0,0.2,5.9,rendah
2023,12,4,29.0,80.0,0.0,7.7,rendah
2023,12,5,29.5,78.0,15.1,4.8,sedang
2023,12,6,29.7,78.0,15.2,3.3,sedang
2023,12,7,28.8,82.0,0.0,2.2,rendah
2023,12,8,29.2,78.0,1.0,1.6,rendah
2023,12,9,27.5,85.0,1.5,4.5,rendah
2023,12,10,27.9,85.0,28.8,2.3,tinggi
2023,12,11,31.1,70.0,25.6,2.1,tinggi
2023,12,12,30.3,76.0,0.0,6.0,rendah
2023,12,13,29.6,80.0,0.8,4.1,rendah
2023,12,14,30.3,76.0,0.0,1.2,rendah
2023,12,15,30.3,74.0,0.8,3.3,rendah
2023,12,16,29.9,77.0,0.0,5.7,rendah
2023,12,17,30.6,72.0,7.3,0.4,rendah
2023,12,18,29.9,77.0,25.4,6.2,tinggi
2023,12,19,31.0,71.0,1.3,6.1,rendah
2023,12,20,31.8,62.0,0.0,3.6,rendah
